time,energy_total,spectral_variance
2.5100000000000002,0.028174951801280348,49737.59387571494
2.52,0.027988852588662162,49964.53712082166
2.5300000000000002,0.027788684358307007,49826.69854497716
2.54,0.027605142543070244,50023.3225164736
2.5500000000000003,0.02740772566266722,49855.072954384785
2.56,0.027226699833931306,50020.849866190685
2.5700000000000003,0.027031988476775327,49821.96288732172
2.58,0.02685345130951796,49958.06793152036
2.5900000000000003,0.026661409118289178,49729.27647339195
2.6,0.026485321708090787,49835.570027430476
2.6100000000000003,0.026310392160247054,49926.66654558602
2.62,0.02613662044936591,50003.48630931451
2.6300000000000003,0.025949713171832534,49716.61979640671
2.64,0.02577833063024187,49764.90013465401
2.65,0.025608079099706738,49798.762045886804
2.66,0.025438950859223985,49818.179256280826
2.67,0.025270928106719815,49822.27576421497
2.68,0.025104018553297698,49812.90320977733
2.69,0.024938228604750517,49791.52122068651
2.7,0.024773528922334864,49755.589099672325
2.71,0.024609916076720993,49705.69993958542
2.72,0.024460848544589,49991.98548749693
2.73,0.02429930358999266,49914.8572479698
2.74,0.024138831054092275,49824.91396388561
2.75,0.023979417245412436,49721.49110522827
2.7600000000000002,0.023834175650802914,49954.50041959642
2.77,0.023676775159982785,49824.28659429021
2.7800000000000002,0.023533363976702863,50030.74319414822
2.79,0.023377955411845532,49874.71794431767
2.8000000000000003,0.02322357185975148,49705.820569544325
2.81,0.023082910084189844,49873.30211278802
2.8200000000000003,0.02294310318760779,50028.659214409156
2.83,0.02279159589482177,49821.33158253141
2.8400000000000003,0.022653551177186877,49950.76135369124
2.85,0.022503955128321443,49718.29438226356
2.8600000000000003,0.022367657299563304,49823.01504007544
2.87,0.022232181302180885,49914.951496411246
2.8800000000000003,0.02209752910249466,49995.05530985392
2.89,0.021951604874832723,49712.85023812272
2.9000000000000004,0.021818656762329452,49768.846200747736
2.91,0.0216865089676027,49812.164475982485
2.92,0.021555174506481235,49845.04250770045
2.93,0.021424628991481377,49864.890104579375
2.94,0.021294874956371446,49873.03676263864
2.95,0.021165902844032858,49868.792014152095
2.96,0.021037714629226316,49853.17814972446
2.97,0.020910303718323447,49825.98502160797
2.98,0.020783663776690407,49787.10289548131
2.99,0.02065779388923396,49737.1264419943
3.0,0.020543988996078177,50025.20726323039
3.0100000000000002,0.020419569378259905,49951.92474467687
3.02,0.02029590611819356,49867.772927524165
3.0300000000000002,0.020172987902284098,49771.88976260882
3.04,0.020061859619748774,50015.616383003166
3.0500000000000003,0.019940361898622347,49897.569679310494
3.06,0.019819601407170442,49768.842303439036
3.0700000000000003,0.01971041673280325,49978.76578551045
3.08,0.019591047596078832,49827.78756477734
3.0900000000000003,0.01948312247972466,50016.13838189059
3.1,0.01936513543005173,49844.2100342116
3.1100000000000003,0.0192584542197695,50010.852863434615
3.12,0.01914182783015133,49817.479141013624
3.1300000000000003,0.01903638025646549,49963.20877884608
3.14,0.01892110086765499,49749.066535007165
3.1500000000000004,0.018816869536652528,49873.540815190034
3.16,0.018713210385935146,49987.51277549041
3.1700000000000004,0.018599889939235392,49742.27615975225
3.18,0.01849742985976108,49835.84681347762
3.19,0.01839553523254525,49919.43087121297
3.2,0.018294202242460308,49992.91754419882
3.21,0.01818341775086549,49706.42618724193
3.22,0.018083253335865815,49759.510377858394
3.23,0.017983642067459987,49802.82283200218
3.24,0.017884580219950933,49836.243122955886
3.25,0.017786064286072815,49859.785337352834
3.2600000000000002,0.01768809070107105,49873.380085315366
3.27,0.017590660270381597,49877.72919805046
3.2800000000000002,0.017493765142358352,49872.019482401745
3.29,0.017397404142547264,49856.680179408024
3.3000000000000003,0.017301573838312385,49831.65202028143
3.31,0.017206268925722128,49796.64565670966
3.3200000000000003,0.0171114902862153,49752.382228450275
3.33,0.017017234567845027,49698.816405593774
3.3400000000000003,0.01693281588910245,49985.77441042958
3.35,0.01683954654705066,49913.494940292
3.3600000000000003,0.01674679016025592,49831.812772078905
3.37,0.01665454560626386,49741.12542359246
3.3800000000000003,0.016571924773830744,49990.64908997589
3.39,0.01648064191636648,49881.060611616995
3.4000000000000004,0.01638986523427078,49763.117870311886
3.41,0.01630855761540983,49985.29513068902
3.4200000000000004,0.016218728796916427,49849.00590070369
3.43,0.016129394941305497,49704.03200708646
3.44,0.016049381134236453,49899.33054241792
3.45,0.01596098000178641,49736.407569494266
3.46,0.0158818033298967,49914.35286240806
3.47,0.015794326068605095,49733.877787406425
3.48,0.01571597673738165,49894.32018687994
3.49,0.015629412920920925,49696.449471375214
3.5,0.015551881522727469,49839.4063296554
3.5100000000000002,0.015474734903565317,49974.056107910066
3.52,0.015389500079171633,49750.17872573916
3.5300000000000002,0.015313160840164285,49867.89663315254
3.54,0.01523719824433698,49976.904065659284
3.5500000000000003,0.015153274072863786,49727.998247900105
3.56,0.01507810686370234,49820.373618940415
3.5700000000000003,0.01500331185600232,49904.37894623245
3.58,0.014928887523697008,49980.08001978041
3.5900000000000003,0.014846660971654217,49697.732229040106
3.6,0.014773017603613376,49757.517527754564
3.6100000000000003,0.01469973883597248,49808.95697889742
3.62,0.014626824857418405,49852.50905327154
3.6300000000000003,0.014554269387726165,49887.30615686145
3.64,0.01448207434422765,49914.192633227074
3.6500000000000004,0.014410238281137548,49933.24984771808
3.66,0.014338758186952653,49944.24117123917
3.6700000000000004,0.014267632732669665,49947.32871450377
3.68,0.014196858980047756,49942.28405442459
3.6900000000000004,0.014126437154515127,49929.57779079867
3.7,0.014056365842365519,49909.285221840684
3.71,0.01398664217607423,49881.22001097727
3.72,0.013917266277899356,49845.78500394354
3.73,0.013848232357311918,49802.18908785924
3.74,0.013779542161317425,49751.246079690834
3.75,0.01371119144721338,49692.45739578086
3.7600000000000002,0.013650690140387814,49976.00903343049
3.77,0.01358297970371245,49902.11322407467
3.7800000000000002,0.013515606259712364,49821.01384834471
3.79,0.013448565705832947,49732.23790942283
3.8000000000000003,0.013389223129898289,49985.869435267006
3.81,0.013322809125886473,49881.94408272293
3.8200000000000003,0.013256728483879855,49771.681734799495
3.83,0.013198234786591741,50003.734289999236
3.8400000000000003,0.013132771047928172,49878.26061403909
3.85,0.013067631455002518,49745.68063347102
3.8600000000000003,0.01300996957183106,49955.25377967917
3.87,0.012945439444307554,49808.191489889556
3.8800000000000003,0.012888317148928302,50003.653148312005
3.89,0.012824391343468425,49842.411944665146
3.9000000000000004,0.012760782355949319,49674.368121965235
3.91,0.012704476296701133,49848.47718471572
3.9200000000000004,0.012648418732692688,50015.98733230715
3.93,0.012585682487273457,49826.411150076834
3.9400000000000004,0.012530148996187287,49979.8655284568
3.95,0.012467999623073938,49776.568526370465
3.9600000000000004,0.012412986073735413,49916.224808364204
3.97,0.012351417548852878,49699.303457625276
3.98,0.01229691865801824,49825.18448699254
3.99,0.012242660849324462,49944.6192416328
4.0,0.012181938058038947,49707.427296197115
4.01,0.012128188166311423,49813.283215787706
4.0200000000000005,0.012074672819216667,49911.94173378953
4.03,0.012021396719638335,50004.82888552594
4.04,0.0119617747150454,49741.427766340865
4.05,0.011908996045337454,49820.533920964495
4.0600000000000005,0.011856450237639796,49893.18703106342
4.07,0.011804135903536603,49959.249724332716
4.08,0.01175205289857968,50018.96425692254
4.09,0.011693764601404108,49722.22660428188
4.1000000000000005,0.011642169096983524,49768.91337346606
4.11,0.011590801112239342,49809.16730865659
4.12,0.011539660483606726,49843.207673636
4.13,0.01148874480100108,49870.693626766515
4.140000000000001,0.011438052858224718,49891.62644024187
4.15,0.011387585636559725,49906.527793053094
4.16,0.011337340753089632,49915.04010479677
4.17,0.011287318080944833,49917.415337887855
4.180000000000001,0.011237517434726523,49913.85593591527
4.19,0.011187935444029296,49903.790342239525
4.2,0.011138573074535153,49887.75773198054
4.21,0.011089428055123434,49865.44538668224
4.220000000000001,0.01104049922562232,49836.8411930451
4.23,0.010991788547895861,49802.727641449164
4.24,0.010943291684312136,49762.24098674182
4.25,0.01089500958761315,49715.93878052356
4.26,0.010852908035003517,50012.985567384996
4.2700000000000005,0.010805024546583998,49954.43172045311
4.28,0.010757352314455378,49889.946690133045
4.29,0.010709890214800696,49819.509377640476
4.3,0.010662637154999339,49743.12435510228
4.3100000000000005,0.010621433632222614,50010.541716488515
4.32,0.010574571401200052,49922.354087879314
4.33,0.010527915844601539,49828.40716971848
4.34,0.010481464942049783,49728.459852696586
4.3500000000000005,0.010440962457197401,49972.77084368798
4.36,0.010394897066152946,49861.5767053907
4.37,0.01034903495485924,49744.802617166264
4.38,0.010309045316455795,49972.16981940873
4.390000000000001,0.010263561844407526,49843.725440106435
4.4,0.01021827942237296,49709.95102271563
4.41,0.010178794684403712,49920.04667586391
4.42,0.010133887117144596,49775.1030036954
4.430000000000001,0.01009472795653134,49973.980331953324
4.44,0.010050189948024335,49817.36998727734
4.45,0.01001135447095006,50005.326952681404
4.46,0.009967185368771826,49837.86012594283
4.470000000000001,0.009928670677237175,50014.809060146035
4.48,0.00988486622650138,49836.296995033714
4.49,0.009846669547563908,50002.2576577342
4.5,0.009803227332782103,49813.01115509012
4.51,0.009765346780628369,49968.23405931912
4.5200000000000005,0.009722263528152107,49768.31534029188
4.53,0.009684695504984301,49912.55716850409
4.54,0.00964196717418874,49701.82108615083
4.55,0.009604710760821696,49835.66253961167
4.5600000000000005,0.009567597840739411,49964.2849006941
4.57,0.009525387550348076,49737.8792376633
4.58,0.009488581334712523,49855.825369148064
4.59,0.009451916950667149,49968.58618451811
4.6000000000000005,0.009410216468346768,49726.28502724119
4.61,0.009373855729528986,49828.68412410104
4.62,0.009337633576363759,49925.46635237487
4.63,0.009301550607127623,50017.0183387467
4.640000000000001,0.009260512817867802,49753.79880607612
4.65,0.009224730895035808,49835.878385580756
4.66,0.00918908648554532,49912.673360205
4.67,0.00915358013181116,49984.55010097928
4.680000000000001,0.009113196539053467,49701.47793648727
4.69,0.009077983712205927,49763.13983687673
4.7,0.009042906626890185,49819.73732208953
4.71,0.009007965782530426,49871.5920715971
4.720000000000001,0.008973158599342829,49918.06542670132
4.73,0.008938486393282406,49959.78232498756
4.74,0.00890394887583297,49996.80371436761
4.75,0.008864666727357343,49678.911958756915
4.76,0.008830414307076253,49705.93690379789
4.7700000000000005,0.008796294357294433,49728.13597666617
4.78,0.008762306624206517,49745.608247514465
4.79,0.008728450107861923,49758.20269088671
4.8,0.008694724552021945,49766.00521963296
4.8100000000000005,0.008661128274549993,49768.67349117301
4.82,0.008627661802870024,49766.590435946644
4.83,0.008594325610585294,49760.0844573262
4.84,0.00856111797598238,49748.72686246158
4.8500000000000005,0.008528038690794321,49732.66556032689
4.86,0.008495087519358365,49712.00580105247
4.87,0.008462264215266432,49686.84212451992
4.88,0.008434205248576116,50006.53967234061
4.890000000000001,0.008401616660365086,49971.73154633534
4.9,0.008369153812782935,49932.24177525671
4.91,0.008336817168102752,49888.40964254175
4.92,0.008304605128573126,49839.88619288259
4.930000000000001,0.008272517481054514,49786.78595900843
4.94,0.008240554000932985,49729.21180249542
4.95,0.00821322997575855,50016.725767111355
4.96,0.008181495560497345,49949.87246718591
4.970000000000001,0.008149884610501349,49878.85051941643
4.98,0.008118394926831456,49803.09494567992
4.99,0.008087027617901357,49723.16989439071
